Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Antigua and Barbuda,CO2 emissions (metric tons per capita),0.677430677430677,0.866729695823712,1.83872065328343,1.48744312369934,1.5904477715515,2.5613649528093,5.81432028707335,9.22124067209876,15.8361190639945,19.7919905586153,7.19949514623619,6.60956850070699,5.83216128981959,5.18507462686567,6.79719581749049,11.2920781810929,6.46768322991326,7.49222156083592,7.92085240827906,6.57019950929752,2.31169481936475,1.72076051779935,4.74853914760679,1.36502824218687,2.37400058265627,4.03580099051565,4.03789228228131,4.45622761961858,4.63042528047142,4.61272739001419,4.51572095701126,4.22445436899332,4.0952366180143,4.12542378034875,3.98325992500446,4.00502402795981,4.18052527325325,4.29582728996988,4.35689118321862,4.41961057396149,4.53454535887182,4.51179868414236,4.73040424037295,5.08663303909205,5.24926558454491,5.26654391456454,5.36500048365254,5.5860804988932,5.62522102649976,5.8759251147027,5.95697959740083,5.75196351943352,5.80009733544227,5.72993793435028,5.74441995635358
Australia,CO2 emissions (metric tons per capita),8.58293664258675,8.64156901650291,8.83568804691864,9.2264399086758,9.75907343064386,10.6223213909378,10.3280924384173,10.9556247987118,11.2101677075527,11.6005543504852,11.8028905412969,11.8091175697612,11.9516315549822,12.7796868460389,12.559668731327,12.6598998056575,12.4167917765268,13.2318961386697,14.069858615406,14.1290919801571,15.0249160087122,15.4325008374087,15.4249318091975,14.6400841303923,15.2209752959341,15.3084102043407,14.9805731533736,15.7469578022492,15.7961677816625,16.5198629151204,15.4528816707784,15.1279662115251,15.3177685052872,15.7014518027962,15.5765862783534,15.5965188136344,16.5018003932063,16.5142732084031,16.9356958473625,17.1902976857233,17.2006098261369,16.7333674341936,17.3704517744283,16.9019589452838,17.0265153472381,17.1697114460549,17.6513983061083,17.8652600395629,18.1608756564953,18.2001819589981,17.7408450531619,17.5388777559057,17.0729046803908,16.0958331735351,15.3887660194467
Austria,CO2 emissions (metric tons per capita),4.37331882803344,4.49636164096378,4.75536167309783,5.15519374743844,5.39100398806667,5.25219653332625,5.36172468262373,5.41773672705347,5.71111010419798,6.00632517835173,6.78880730716105,6.95365191197046,7.448516814438,7.93086698527507,7.56269727826075,7.1768448547237,7.72125001239174,7.42806328393075,7.60137180396718,8.15884640220944,6.92847899968117,7.41616061389589,7.11212494091738,6.87437327341902,7.21427866724751,7.23076635313884,7.14430485162476,7.62341981462749,7.03203069825559,7.10244899742991,7.51324615615048,7.94409618394378,7.22623642836381,7.22301730930338,7.18926470095329,7.52151610701085,7.9380082992661,7.86366799568426,7.98100426123845,7.74113061482493,7.77425973898237,8.19276989783884,8.29911579584004,8.8895623340885,8.85836370342216,9.02016959759373,8.72729787156076,8.4064189359829,8.29509597793474,7.51875110192905,8.07113180231399,7.74813430456944,7.38707716295308,7.36874814486104,6.86986792967669
Azerbaijan,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.61863709021945,6.46458585723816,5.5253585625905,4.33741444372154,4.02647275537808,3.80302274104551,4.0029756097561,3.57983539507062,3.66627102850185,3.54710548377552,3.62394434620868,3.71816992749663,3.86322963943899,4.09180192686952,4.6162998626916,3.55534009998485,4.05138348129721,3.56566821757272,3.38822587905988,3.64617987716669,3.82487717012357,3.78506883600917,3.93156060898919
Burundi,CO2 emissions (metric tons per capita),,,0.01513558358365,0.016081016668651,0.015752290758652,0.011850519926615,0.015035846194121,0.014653490789735,0.016483728891882,0.021482736479995,0.017918273655576,0.020776221622851,0.020545339535968,0.020343255686486,0.02514102145358,0.020807753831521,0.023338904990386,0.025686966606087,0.025998755211728,0.027154689163845,0.035282532067704,0.036957754797821,0.036002496960996,0.045658808951485,0.047612009513746,0.048627431334731,0.048025443531612,0.049601980291768,0.043986706129861,0.050440459696303,0.038429978394755,0.042831656701275,0.038053034307057,0.039212128623178,0.039784592793959,0.0398118069304,0.039936892245043,0.040730268713667,0.040312585986528,0.040373064263608,0.042540129750233,0.031468942440823,0.031724703924292,0.023352786752184,0.02776591757385,0.020912000795127,0.024582112499867,0.02378681119593,0.02346561734027,0.022706780025121,0.024515416912855,0.027016190157044,0.0305385427712,0.030365222688747,0.044699992289952
Belgium,CO2 emissions (metric tons per capita),9.94159407412845,10.1038719949198,10.6411896304115,11.3869287398935,11.0536547171057,11.1416555548711,11.0420194279754,11.2172567535028,12.325687126277,12.8154496066362,13.0101788101329,12.5634251757595,13.4726952569298,14.2554864028118,13.8369655455829,12.4583038966604,13.2416797859736,12.8754387174913,13.8070579358738,14.2392338152602,13.7232962736892,12.5795550696816,11.9266847823165,10.3120794235109,10.6969663854393,10.5974402503959,10.4315417139407,10.4471727823271,10.135143850569,10.813514942144,10.6396716729644,11.090999877455,11.1464825142621,10.6750345456754,11.1051094037597,11.0811520506794,11.6238342474975,11.3288520215357,11.6019145530416,11.1730267457259,11.2296676990611,11.1337155145009,10.3854951012723,10.882114174905,10.6612902219787,10.3553929874524,10.1510389973111,9.74477719114976,9.75198480892529,9.24961568538969,10.1714652153634,9.05433001058862,8.56287874995543,8.68954309131301,8.32815989783976
Benin,CO2 emissions (metric tons per capita),0.066354063254897,0.052048630360032,0.054208804520843,0.047588560749928,0.055303532723761,0.057114995084252,0.042382647710296,0.052284076339511,0.055170709165744,0.07075025757184,0.09695262228998,0.098556325867474,0.127712647692658,0.122481633439585,0.127701407913379,0.135891141795284,0.077784147995936,0.086510055952647,0.103019122356863,0.101339606237457,0.139097134509768,0.112310111074812,0.125105341173008,0.112552905989655,0.120856597316361,0.173986403181862,0.155688061271798,0.118857274649783,0.118496584098961,0.130855167285752,0.14215759136896,0.159512216625346,0.168501161802115,0.205206742846442,0.221397671073217,0.22478045258382,0.207591275657959,0.193809927631944,0.187593089309325,0.234411618796722,0.232860968567938,0.256497595712598,0.285000234394469,0.313037269190904,0.323642155539533,0.299985405071894,0.471266951502495,0.531738861022381,0.507237101498335,0.52106306880001,0.553283259010318,0.559691697240094,0.562341919951059,0.580952958782511,0.614206089682334
Burkina Faso,CO2 emissions (metric tons per capita),0.009111902210015,0.018729901237696,0.017003116327435,0.017504203113038,0.021575284032407,0.019841271374933,0.019533658539184,0.019216850997535,0.01889496233098,0.02188986815538,0.025426341428724,0.026268913427221,0.027698404837075,0.028443214490287,0.033998444712544,0.035749190232584,0.033314913507842,0.038968359578586,0.053341701860058,0.061009890198176,0.063420190087915,0.07979545207268,0.080427282906239,0.080923809802742,0.061836945353768,0.061686818953696,0.060571874289942,0.06351871782968,0.066263378371182,0.095737173132826,0.066173050745236,0.069287423188558,0.067840844786979,0.065643399679832,0.065745042982348,0.062147133989133,0.068229865864822,0.075639821908789,0.078563832949029,0.082552750445128,0.089716850756146,0.083504268502544,0.081733492772368,0.085194017268475,0.084705971013238,0.083875344305923,0.098375854063901,0.115526282202363,0.130556630570007,0.127633346009649,0.125717252121518,0.137496159504925,0.158662722163439,0.179131863449264,0.162018437716738
Bangladesh,CO2 emissions (metric tons per capita),,,,,,,,,,,,,0.052672148084587,0.067335604951866,0.067800488820315,0.069502398877886,0.077738840248728,0.079116681810678,0.079755393609376,0.085752004297228,0.095911725503118,0.09700332705476,0.102453200072006,0.095609977398495,0.103187683668304,0.112760305461021,0.123010375103221,0.123994991050752,0.13796111170239,0.133612955900103,0.150558471528833,0.150952469521836,0.164360726133269,0.157744886280178,0.168261316848245,0.198107908896011,0.204248745337141,0.208587111824808,0.196019189810733,0.201584506374253,0.218311675519784,0.249496047704435,0.254435016520393,0.264649838758873,0.275239623731495,0.283948492149541,0.308980963803685,0.311100406745038,0.343107444707401,0.368245967133331,0.406145623292441,0.424812929970862,0.44703518540601,0.456320609091594,0.473657610012808
Bulgaria,CO2 emissions (metric tons per capita),2.83390112126359,3.26992007420763,3.83589181806542,4.25978092742827,5.26298791553398,5.64565194179349,5.90543671471388,6.63836916107937,7.11221440252304,7.86993281616737,7.21342437205919,7.53255267592467,7.71565670110305,7.98355022122228,8.21095803598331,8.37787747877417,8.34794617266985,8.62876646248721,9.23652954743073,8.96813200633587,8.74423866745434,9.03643153048149,10.1072753140273,10.108336620156,9.74996147055374,9.99278347627662,10.217299937677,10.2141340013258,9.71884349134872,9.77126186722229,8.5430107903053,6.66675756487184,6.34713736176495,8.0097963802801,6.4145207886076,6.90032639520956,6.76324103837626,6.20984958255876,5.93432529315886,5.35671807648237,5.32803434248386,5.80006647403679,5.69526694679362,6.08437008501379,6.06489180832618,6.25628204411767,6.44533327228891,6.92543528202448,6.77208754122923,5.73119372396296,5.9649002061902,6.71538056004032,6.11945652602394,5.4506959628306,5.87161586934993
Bahrain,CO2 emissions (metric tons per capita),3.54447844262346,10.5492810940236,9.19164394954489,6.71068822274616,8.74207570795081,6.55411858230495,3.38439357597247,5.12466911145907,5.50087464428641,6.17564780167247,12.1942992874109,13.7983541522931,16.0662782832581,23.0558642658239,21.4566176149513,21.5857216284052,23.1713996729538,24.6381759709739,24.0103687170181,23.7264577784649,21.9171436669186,22.788877900139,25.4918020468973,20.7558707945941,22.6111780956474,24.3051489170966,25.4037118206146,25.4583013156752,26.1467998572651,24.3990525622185,25.0588549616781,23.3000098085374,20.8416799532008,27.3070830458216,26.9095132127449,26.2877875880127,26.9955725755444,29.1113440045989,29.9896904024768,28.3086839653691,28.0510373737419,19.9661183149474,21.3541623024542,21.1484882651777,21.1002610129133,21.6020284222033,19.6470068383524,25.9152568878455,26.7069899635847,23.8107640353868,23.5855189143014,22.4154039702664,20.5191750715224,23.8112718426742,23.455406320753
"Bahamas, The",CO2 emissions (metric tons per capita),3.74955721511129,4.74616273312428,5.99603603901198,5.55784951978577,8.11786790717154,9.39927459142219,7.46516648221776,11.1725527453807,10.2857584085523,10.6258796600677,15.1982500575639,38.7178717457689,36.491459863043,43.3736178980481,39.9146769662921,43.6982095968152,33.5128013726679,49.3023881157376,32.7972979680164,33.6464482678266,37.942708852705,13.010913684367,10.2756739817607,8.96043254962592,8.07010172970951,6.44051871872043,5.90667191036621,5.84860505362333,6.22402010903169,7.73508836743693,7.61385199611276,6.82799760926868,6.74047942141646,6.27695531396065,6.11507870333447,6.00731305142335,5.87540231989802,4.74712379679703,5.77943337336586,5.69886282484646,5.59798490862302,5.18632731694744,5.12517064291751,4.84828297602585,5.40458584984352,5.3617877294457,5.02916023478022,5.01049826757837,4.35326945626904,4.69907666960332,4.65940069081709,5.1908297805477,5.41602215719064,7.63026189646157,6.52006971856257
Bosnia and Herzegovina,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.55554723601901,3.08989302850228,0.820680122869821,0.895429675768141,1.13095280155668,2.24668247650606,2.83690598893458,2.77227587879746,3.67562599035609,3.55811617696868,3.80415743311343,3.85105017764999,4.14708142035187,4.30359854153592,4.66479472165684,4.6914541512592,5.36824113123427,5.54181627211158,5.74176083370755,6.52436389956776,6.17444185419471,6.18791143805194,6.38493881859933
Belarus,CO2 emissions (metric tons per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.55693157791699,7.49767018263502,6.36122489488609,5.9616628408868,5.92169970472441,5.88670030641495,5.77018055417618,5.59628006635857,5.38974529064763,5.31404901159273,5.31192965661918,5.46414591207757,5.97715799947914,6.12247158630845,6.46244665756856,6.33031403877835,6.62316355451861,6.43968426694044,6.64269666046859,6.76251734899356,6.67999158961994,6.73665225121031,6.70195770525782
Belize,CO2 emissions (metric tons per capita),0.477971845672576,0.387210542432658,0.715446069169473,0.622369314324508,0.818296480998166,0.794777561039964,0.737779728753418,1.07382067937387,0.884672715210105,1.13766445023939,0.990415936881046,1.14600177894593,1.24011797090051,1.13446873018083,1.17293061299093,1.32084646555606,1.3024040489245,1.44550292359241,1.55688842514302,1.47920455751743,1.32277062883702,1.24249488364528,1.13761716171617,1.10606332866989,1.07485016869664,1.15621418739882,1.21103038309115,1.30423359339146,1.39283240610407,1.63893627806332,1.66191242961952,1.88023732786405,1.83044297153208,1.91122951898068,1.85459143197144,1.82496871421462,1.44164669761869,1.7542287210037,1.6085848056844,1.45766733057727,1.60134241756464,1.75397450825874,1.6491702810449,1.60603507469611,1.41903552932326,1.48592318534179,1.52304439310882,1.59421453055765,1.42223040645584,1.86464540528515,1.67165637094373,1.82108001223364,1.41038461538462,1.48498040293305,1.40094123373499
Bermuda,CO2 emissions (metric tons per capita),3.55137387387387,3.86848351648352,3.38371244635193,3.151928721174,4.12443762781186,3.5864870259481,3.95460784313725,4.09011538461538,4.22050943396226,3.667,4.13370909090909,4.23115384615385,4.66832103321033,7.90654275092937,8.30911985018727,8.64858490566038,8.82285714285714,8.51513108614232,7.9360447761194,8.58814126394052,7.98194622279129,7.06089009990917,7.1423470215874,8.06438405149294,7.86393846481045,7.92718548982389,7.34908159353107,9.88871026292589,11.0612713592815,13.2742645434306,8.46810841789435,9.13317293844564,7.88534857923031,9.15038193855033,8.96350303438975,8.89959160445888,8.78191887442,8.66788435790204,8.54427908045223,8.37692747001713,8.36199116976372,8.44822731345194,8.85974059003052,8.85986577181208,9.14736429243803,9.0883343205412,10.1161756272957,11.2460393293059,9.94375928791384,7.262934974709,9.34712241262822,6.87235920946658,7.35686286613784,7.05181458746789,8.83831498794885
Bolivia,CO2 emissions (metric tons per capita),0.274752628894805,0.279280786835164,0.289272388304992,0.312894283139375,0.374320101006707,0.374065828280768,0.410061862692137,0.449588421631886,0.50685035102828,0.580638451342212,0.55446560707796,0.668293050238556,0.762785244287639,0.722531683021227,0.718814878830847,0.811643455587304,0.895692267617048,0.857088372939942,0.940601380109296,0.867338078605834,0.836585193196695,0.841265269182756,0.74798829446825,0.723163222823586,0.667484621637188,0.667594741288074,0.598657818114383,0.62550655139022,0.654790380760061,0.743099024492216,0.838648580695666,0.856676355100719,0.929434346424761,1.07058739068899,1.15655877965279,1.29219696108989,1.26330154242038,1.37856830234566,1.35733276553427,1.26480955826198,1.31464230629973,1.0047646713639,1.18908454417537,1.24555304995395,1.22556281872864,1.31986970535855,1.602553194388,1.29018148256216,1.3617170847077,1.41526706560317,1.51298659811974,1.58091390600604,1.81094254628878,1.79447716529936,1.90636431997446
Brazil,CO2 emissions (metric tons per capita),0.649885938095263,0.662130490630481,0.701775502752896,0.706049422707679,0.69988434281605,0.676455225057641,0.750374965700176,0.751887373927161,0.856553523540682,0.909093360540364,0.985788081189306,1.05285790577467,1.14523768888097,1.29536175011696,1.37008801522905,1.40990572274033,1.41318072170947,1.44950777667735,1.53686278663314,1.59759917360949,1.55012118289981,1.39035226474718,1.36109838586465,1.28724347033247,1.27513316456314,1.33986354961719,1.44004763429025,1.47297777194698,1.4576852874759,1.46263196626676,1.4018957697311,1.44631375349855,1.43074430222655,1.47108700887614,1.51884768744704,1.59454172220923,1.7299968214258,1.79743463630914,1.83931792661612,1.85802904995643,1.87644130676787,1.90429563967604,1.85068207469948,1.76900557081679,1.83594643060426,1.8659770576239,1.84765454216193,1.91033417515363,2.01859347637953,1.8936200243495,2.14473639509072,2.22471194448911,2.35854836426703,2.50540878760348,2.61293352087838
Barbados,CO2 emissions (metric tons per capita),0.746164170058014,0.838739329702483,1.11917483761977,0.816179429011685,0.765957900300956,0.872305267763463,1.13386110263969,1.42552786921266,1.85482273300146,2.01877245697716,1.79592374924653,2.01606037635259,2.08011510672215,1.97629891100881,2.00854302578441,2.30906261933586,2.14762322130356,2.37163218002949,2.52084907055471,2.39262226925694,2.67331236083267,2.70720258351823,2.54009335568832,2.69137086518988,2.92789347820131,3.30549864787347,3.56563609703353,3.65251783783365,3.65316611127629,3.80866835668976,4.11760355029586,4.60641453962315,3.72438623585889,4.22462235764039,2.8240383853103,3.11609858810701,3.18572247040805,3.36363060103584,4.23425386877358,4.47441495871711,4.37584663830728,4.48114128440367,4.49280424247966,4.62503781955243,4.70223841559989,4.89688878594978,4.94260064798163,4.8945963401507,5.78973802090403,5.75284236439183,5.23799582463466,5.4035662415588,5.18317589002467,5.0949186763092,4.46747652067059
Brunei Darussalam,CO2 emissions (metric tons per capita),4.08431862133118,3.55719828896005,4.13905745353762,3.80264058156938,3.48659673659674,3.25920536010783,4.58058802692171,3.91327546955037,3.63906936504436,3.94588187702265,63.3866778868053,55.4086724502657,66.6154539437552,67.2105553759966,52.7802827073875,43.8108782002896,35.8237910346591,36.6040958366244,52.6560194255125,39.6598313468796,35.5013126744,7.35156308587598,10.1611481813991,12.760736717026,8.79037928268592,11.567153339957,9.95694952688219,13.9694944077992,23.390996055711,25.2430902973856,23.9391583984292,19.9459674692912,19.0384312064609,17.6397591601847,16.2159099546042,16.118735569512,15.9862912068071,16.2216067547554,16.5112895746121,11.9831458263082,14.1434274308526,13.2538010904792,12.625793726318,12.9951173671712,13.9055707183258,13.7092935357176,13.1324004829,22.4441347859133,24.0361735381015,20.4790964454841,21.1068144275253,24.6274918209343,24.2267631438461,19.295180022798,22.229177902672
Bhutan,CO2 emissions (metric tons per capita),,,,,,,,,,,0.012333678644943,0.011946376504699,0.011574103298951,0.011214684600376,0.010865668103768,0.010525379166236,0.010193898116617,0.019745414992946,0.028698809890276,0.05567378129784,0.054075576036866,0.06139278803954,0.076941907146554,0.066699710337364,0.113711470820154,0.134274316878686,0.114906871224086,0.207714965446924,0.215900616242101,0.119382433992941,0.241793581058168,0.349805099582517,0.40476431014226,0.344257185559035,0.39986313139574,0.466417268340129,0.555334139787429,0.711188325729687,0.675732710581756,0.666287695909712,0.670087864898201,0.637855344244914,0.678613287274073,0.601588942388096,0.482186548531265,0.610470466551263,0.596840632177789,0.590138612312672,0.627898804817655,0.573033790686738,0.711464428310306,1.05784237081313,1.16556558525506,1.2959275623101,1.39222953427828
Botswana,CO2 emissions (metric tons per capita),,,,,,,,,,,,,0.032981957511108,0.074412388826401,0.123137711413828,0.25226376027679,0.771519742746231,0.975693572625102,0.99993032756854,1.08940727682571,1.09862808341538,1.08385246042596,1.14251590289498,1.03443024504834,1.01323975533211,1.08338771594885,0.960532628586705,1.07320076265947,1.08476026755173,1.14917507979211,2.10030417577225,1.98788303292866,2.03848619123262,2.28547004881675,2.11470309101648,2.07414302186126,1.83261050155177,1.81871106999692,2.12225730792271,1.96300358202133,2.30061387399032,2.29915840537703,2.33403553356071,2.20730651211544,2.20785125347842,2.27674342079665,2.25304100205457,2.2563639087818,2.35260557965253,1.92595129352577,2.35841890589576,2.07239697092689,2.07482823425352,2.53529732329521,3.3674513337553
Central African Republic,CO2 emissions (metric tons per capita),0.058606829205923,0.057669851762637,0.047257895109897,0.046436237233834,0.045591987149202,0.053673036507764,0.05041245795774,0.053664398917756,0.105120187318613,0.105133003646716,0.11540716806615,0.099618694302365,0.090311396083697,0.08515066867984,0.059071767231972,0.052429396532928,0.06426845280003,0.062916713849913,0.07026038206358,0.047962025003071,0.048351881187038,0.059917189311981,0.061238804059207,0.060905603373642,0.060663368278175,0.063468636428184,0.062110409695118,0.098365220413776,0.085754757007587,0.09081578914782,0.070551039036831,0.071339710940629,0.073111100297509,0.073432717834879,0.074860247877602,0.072824403225166,0.070940589734762,0.072422589549221,0.071746964170828,0.074205441574991,0.073532857546656,0.066009621662227,0.06461881346446,0.060468192542425,0.059266517251176,0.058114363623847,0.060551680897042,0.060272128937282,0.059209297776039,0.058332151811187,0.060186451619963,0.063071952521095,0.066125463916248,0.066778523640821,0.067357126456736
